City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
373,Bomet,KE,53.17,scattered clouds,-0.7813,35.3416,Mosop Annex club
374,Cruzeiro Do Sul,BR,65.52,clear sky,-29.5128,-51.9853,Estrela Palace Hotel
377,Garango,BF,77.07,clear sky,11.8,-0.5506,La Case LAVAL-GARANGO
380,Kruisfontein,ZA,53.89,broken clouds,-34.0033,24.7314,Oyster Bay House Rental
381,Maldonado,UY,57.22,clear sky,-34.6667,-54.9167,La Cimarrona
382,Ahipara,NZ,63.0,broken clouds,-35.1667,173.1667,Ahipara Holiday Park
384,Labuhan,ID,85.51,overcast clouds,-6.8844,112.2051,PT PPI Lamongan Tambak C
387,Macenta,GN,68.52,clear sky,8.5435,-9.471,Hôtel Yansané
389,San Joaquin,US,57.78,clear sky,37.9333,-121.3011,University Plaza Waterfront Hotel
390,Luwuk,ID,86.23,moderate rain,-0.9516,122.7875,Hotel Santika Luwuk
391,Woodward,US,63.63,clear sky,36.4337,-99.3904,"Holiday Inn Express & Suites Woodward Hwy 270, an IHG Hotel"
392,Rincon,US,44.46,few clouds,32.296,-81.2354,Days Inn Rincon
393,Caravelas,BR,69.98,clear sky,-17.7125,-39.2481,Pousada dos Navegantes
394,Angoche,MZ,76.93,broken clouds,-16.2325,39.9086,Guest House HESADA
395,Jasper,US,55.99,clear sky,37.2001,-94.3502,Guest House Motel
397,La Palma,US,66.04,few clouds,33.8464,-118.0467,La Quinta Inn & Suites by Wyndham Buena Park
398,Rocha,UY,47.35,clear sky,-34.4833,-54.3333,Hotel Arrarte
400,Nicoya,CR,71.15,broken clouds,10.1483,-85.452,Las Cabinas Del Sueño
401,Dawei,MM,81.75,overcast clouds,14.0833,98.2,Hotel Dawei
403,Dharampur,IN,80.15,broken clouds,20.5333,73.1833,Motel 11
404,Touros,BR,77.9,overcast clouds,-5.1989,-35.4608,INN NEW HORIZON
406,Cassilandia,BR,74.05,light rain,-19.1133,-51.7342,Delirius Motel
407,Newport,GB,47.44,overcast clouds,51.5877,-2.9984,ibis budget Newport
408,Myitkyina,MM,72.46,clear sky,25.3833,97.4,Shwe Phyu Hotel
409,Harbour Breton,CA,48.99,overcast clouds,47.4833,-55.7983,Southern Port Hotel
410,Placer,US,48.02,clear sky,39.0666,-120.7677,Community of the Great Commission
412,Namibe,AO,68.83,clear sky,-15.1961,12.1522,Hotel Chik Chik Namibe
413,Raya,IN,64.72,clear sky,27.5667,77.7833,Shyam Gardan Raya mathura
414,Arawa,PG,86.36,overcast clouds,-6.2132,155.5367,Coastline Guest House
416,Emporia,US,58.51,clear sky,38.4039,-96.1817,Candlewood Suites Emporia
422,Morgan City,US,48.99,clear sky,29.6994,-91.2068,Hampton Inn & Suites Morgan City
424,Tuatapere,NZ,61.75,overcast clouds,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
426,Ondjiva,AO,67.86,clear sky,-17.0667,15.7333,COMBUESA
427,Cuxhaven,DE,44.19,overcast clouds,53.8718,8.6909,Best Western Hotel Das Donners
428,San Pedro,PH,87.35,broken clouds,14.35,121.0167,Villa Veronica Resort Private Pool
429,Mount Gambier,AU,71.51,scattered clouds,-37.8333,140.7667,The Commodore
430,Sabya,SA,78.42,clear sky,17.1495,42.6254,Aseel Hotel Apartment
432,Olinda,BR,82.13,scattered clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
433,Tres Barras,BR,63.79,overcast clouds,-26.1064,-50.3222,Fazenda 3 Barras
434,Brae,GB,48.11,overcast clouds,60.3964,-1.353,Busta House Hotel
435,Laguna,US,58.33,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
437,Gorontalo,ID,85.37,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
438,Acapulco,MX,82.22,scattered clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
439,Port Blair,IN,86.04,scattered clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
441,Umm Lajj,SA,75.09,clear sky,25.0213,37.2685,Moon light Furnished Units
442,Guerrero Negro,MX,65.32,overcast clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
443,San Patricio,US,70.83,overcast clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
444,Coquimbo,CL,58.73,overcast clouds,-29.9533,-71.3436,Punto de encuentro
449,Zemio,CF,66.9,broken clouds,5.0314,25.1361,OCHA Office
450,Vila,PT,40.33,overcast clouds,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
451,Boueni,YT,80.58,few clouds,-12.9025,45.0761,The feet in water
453,Bonavista,CA,46.11,overcast clouds,48.6499,-53.1147,Abbott's Bed & Breakfast
455,El Silencio,VE,68.85,scattered clouds,10.5,-66.9167,Hotel Alex
457,Kingman,US,59.9,few clouds,35.1894,-114.053,Rodeway Inn Kingman Route 66
458,Vaitape,PF,81.34,broken clouds,-16.5167,-151.75,Conrad Bora Bora Nui
459,Tabou,CI,78.58,few clouds,4.423,-7.3528,hotêl doufoulougou
462,Karlskrona,SE,41.45,broken clouds,56.1616,15.5866,First Hotel Statt
463,Praia,CV,75.74,clear sky,14.9215,-23.5087,LT Aparthotel
465,Nong Kung Si,TH,75.34,overcast clouds,16.65,103.3,บ้าน พี่บิ๊ก
466,Gazojak,TM,45.55,clear sky,41.1875,61.4036,In gowy adamlaryñ yaśayan oyi
467,Venice,US,57.15,clear sky,27.0998,-82.4543,A Beach Retreat On Casey Key
468,Bereda,ES,47.41,overcast clouds,43.2686,-7.5406,Pazo de Verdes
469,Alice Springs,AU,72.95,clear sky,-23.7,133.8833,Desert Palms Alice Springs
471,Kawambwa,ZM,63.28,overcast clouds,-9.7915,29.0791,Chembe Nsofu
